github.name,github.score,github.size,github.forks,github.open_issues,github.watchers,github.stars
zhaoweicai/cascade-rcnn,1,5297,202,42,678,678
monadgroup/axiom,1,3269,17,35,481,481
secrary/makin,1,295,101,0,516,516
avast/retdec,1,12310,554,236,4795,4795
apple/foundationdb,1,18434,732,265,9294,9294
ubisoftinc/massgate,1,1717,156,1,1000,1000
olive-editor/olive,1,10273,149,138,1832,1832
tdlib/td,1,8192,322,71,1904,1904
tdlib/td,1,8192,322,71,1904,1904
bkerler/exploit_me,1,400,96,0,545,545
yuzu-emu/yuzu,1,29617,457,103,7100,7100
turbo/KPTI-PoC-Collection,1,7,191,0,487,487
raphaelsc/Am-I-affected-by-Meltdown,1,121,76,7,553,553
hugoam/two,1,121098,53,11,1084,1084
googlecreativelab/open-nsynth-super,1,11569,179,30,1746,1746
ckb-next/ckb-next,1,5295,104,126,1175,1175
ckb-next/ckb-next,1,5295,104,126,1175,1175
esphome/esphome-core,1,7142,111,21,571,571
MFatihMAR/Awesome-Game-Networking,1,588,87,0,1433,1433
MFatihMAR/Awesome-Game-Networking,1,588,87,0,1433,1433
xoseperez/espurna,1,118818,356,303,1586,1586
qicosmos/cinatra,1,5327,103,22,425,425
MhLiao/TextBoxes_plusplus,1,3683,226,46,665,665
linyacool/WebServer,1,2493,271,16,613,613
facebookresearch/TensorComprehensions,1,38358,159,86,1498,1498
brpc/braft,1,4639,365,15,1555,1555
brpc/braft,1,4639,365,15,1555,1555
huihut/interview,1,5488,1774,1,5625,5625
huihut/interview,1,5488,1775,1,5625,5625
f1xpl/openauto,1,185,189,40,1293,1293
f1xpl/openauto,1,185,189,40,1293,1293
microsoft/service-fabric,1,61694,305,190,2530,2530
oatpp/oatpp,1,1156,155,5,1428,1428
oatpp/oatpp,1,1156,156,5,1428,1428
ValveSoftware/Proton,1,25083,292,1925,8709,8709
GameFoundry/bsf,1,72197,124,94,1273,1273
Tencent/TSeer,1,1362,124,11,608,608
Neargye/nameof,1,327,22,0,403,403
NVIDIAGameWorks/DxrTutorials,1,8812,65,0,480,480
everitoken/evt,1,32843,323,5,1238,1238
WrBug/dumpDex,1,234,292,26,1311,1311
WrBug/dumpDex,1,234,292,26,1311,1311
ValveSoftware/GameNetworkingSockets,1,11587,202,10,4034,4034
lemire/simdjson,1,6196,358,42,6897,6897
lemire/simdjson,1,6196,358,42,6897,6897
aras-p/ToyPathTracer,1,382,49,2,504,504
NVIDIA/nvvl,1,2575,78,32,537,537
ahupowerdns/hello-dns,1,657,39,10,432,432
MaskRay/ccls,1,3970,74,17,1008,1008
MaskRay/ccls,1,3970,74,17,1008,1008
diasurgical/devilution,1,8421,707,24,5939,5939
diasurgical/devilution,1,8421,707,24,5939,5939
plibither8/2048.cpp,1,4886,162,17,1165,1165
plibither8/2048.cpp,1,4886,162,17,1165,1165
OpenTTD/OpenTTD,1,134325,219,107,1675,1675
esphome/esphome,1,3358,122,14,642,642
knightsj/awesome-algorithm-question-solution,1,891,126,5,706,706
cpp-taskflow/cpp-taskflow,1,55266,185,11,1798,1798
facebookincubator/BOLT,1,1532,60,26,1293,1293
facebookincubator/BOLT,1,1532,60,26,1293,1293
google/asylo,1,3179,76,8,586,586
pytorch/ELF,1,6416,474,39,2845,2845
pytorch/ELF,1,6416,474,39,2845,2845
facebookincubator/katran,1,1227,215,0,2080,2080
facebookincubator/katran,1,1227,215,0,2081,2081
Tencent/PhoenixGo,1,225,460,13,2364,2364
Tencent/PhoenixGo,1,225,460,13,2364,2364
wywu/LAB,1,9021,213,24,714,714
eliboa/TegraRcmGUI,1,772,29,8,494,494
rethinkdb/rethinkdb_rebirth,1,124872,54,22,1070,1070
XRobots/openDog,1,3380,107,17,471,471
anonymous5l/ncmdump,1,43,168,9,915,915
NVIDIA/DALI,1,70111,165,69,1398,1398
tiann/FreeReflection,1,148,121,2,604,604
XiaoMi/mace,1,16654,577,32,3298,3298
facebookincubator/oomd,1,721,69,13,960,960
baidu/AnyQ,1,5677,329,47,1295,1295
baidu/AnyQ,1,5677,329,47,1295,1295
wszqkzqk/deepin-wine-ubuntu,1,67316,320,68,2137,2137
fluent-project/fluent,1,596,167,21,1230,1230
fluent-project/fluent,1,596,167,21,1230,1230
LUX-Core/lux,1,171240,69,0,4120,4120
uNetworking/uWebSockets.js,1,28434,96,11,1934,1934
F8LEFT/FUPK3,1,4004,258,1,550,550
google/filament,1,475572,423,34,6912,6912
Alexays/Waybar,1,1011,63,52,578,578
HackerPoet/NonEuclidean,1,961,140,8,1693,1693
HackerPoet/NonEuclidean,1,961,140,8,1693,1693
RikkaApps/Riru,1,303,87,7,966,966
ggerganov/kbd-audio,1,347,223,7,2260,2260
ggerganov/kbd-audio,1,347,223,7,2260,2260
iovisor/bpftrace,1,2138,165,174,1436,1436
iovisor/bpftrace,1,2138,165,174,1436,1436
maestron/botnets,1,303292,443,1,2066,2066
microsoft/SPTAG,1,564,356,29,3253,3253
microsoft/SPTAG,1,564,356,29,3253,3253
facebookincubator/LogDevice,1,12884,134,10,1500,1500
Tencent/MMKV,1,881,752,4,7452,7452
Tencent/MMKV,1,881,752,4,7453,7453
AshampooSystems/boden,1,32020,40,5,1050,1050
ChrisKnott/Algojammer,1,13740,103,10,2848,2848
facebookincubator/spectrum,1,4760,105,17,1617,1617
facebookincubator/spectrum,1,4760,105,17,1617,1617
emilengler/sysget,1,202,30,0,505,505
cmuratori/meow_hash,1,264,37,9,1023,1023
cmuratori/meow_hash,1,264,37,9,1023,1023
TheCherno/Hazel,1,861,209,22,1316,1316
TheCherno/Hazel,1,861,209,22,1316,1316
shrubb/box-convolutions,1,110,29,6,489,489
microsoft/ShaderConductor,1,142,33,10,585,585
microsoft/wil,1,597,39,21,924,924
microsoft/SEAL,1,915,124,6,1097,1097
microsoft/SEAL,1,915,124,6,1097,1097
perone/euclidesdb,1,1899,22,10,465,465
Kobzol/hardware-effects,1,89,81,4,1829,1829
Kobzol/hardware-effects,1,89,81,4,1829,1829
SerenityOS/serenity,1,12175,76,74,1712,1712
binbibi/XTeamLView,1,550,55,0,415,415
sfzhang15/FaceBoxes,1,4118,135,1,431,431
HackerPoet/MarbleMarcher,1,43268,112,22,1698,1698
alibaba/euler,1,252,308,63,1482,1482
alibaba/euler,1,252,308,63,1482,1482
cool2528/baiduCDP,1,422,248,11,1317,1317
cool2528/baiduCDP,1,422,248,11,1317,1317
ssloy/tinyraytracer,1,19014,123,8,2669,2669
asLody/whale,1,2685,147,17,633,633
ssloy/tinykaboom,1,11166,59,0,1740,1740
patr0nus/DeskGap,1,400,22,23,1106,1106
patr0nus/DeskGap,1,400,22,23,1106,1106
microsoft/calculator,1,22692,2651,143,17137,17137
OpenImageDenoise/oidn,1,7456,41,10,542,542
JohnSully/KeyDB,1,70961,78,6,1523,1523
octobanana/fltrdr,1,1506,5,1,440,440
google/sandboxed-api,1,759,90,3,1051,1051
google/sandboxed-api,1,759,90,3,1051,1051
microsoft/BlingFire,1,1226,45,8,1272,1272
microsoft/BlingFire,1,1226,45,8,1272,1272
rek7/mXtract,1,1558,70,0,416,416
taylorconor/tinytetris,1,640,49,5,558,558
PKUanonym/REKCARC-TSC-UHT,1,3083032,2195,5,7709,7709
alibaba/MNN,1,6047,344,10,1875,1875
alibaba/MNN,1,6047,344,10,1875,1875
google/zetasql,1,1823,49,3,1047,1047
google/zetasql,1,1823,49,3,1047,1047
p-ranav/pprint,1,228,21,0,521,521
xdspacelab/openvslam,1,2700,180,15,944,944
microsoft/interpret,1,885,145,13,1225,1225
microsoft/interpret,1,885,145,13,1225,1225
lettier/3d-game-shaders-for-beginners,1,20496,211,5,4352,4352
